href,title,topicLv2Key,topicLv2Label,planned_to_topicLv3Key,planned_to_topicLv3Label,actual_to_topicLv3Key,actual_to_topicLv3Label,status
thu-vien/cach-hach-toan-quy-khen-thuong-phuc-loi-tai-khoan-353.html,"Cách hạch toán Quỹ khen thưởng, phúc lợi Tài khoản 353 Theo TT 200",tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-quy-khen-thuong-phuc-loi-tk-431.html,"Cách hạch toán quỹ khen thưởng, phúc lợi - TK 431",tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-quy-phat-trien-khoa-hoc-va-cong-nghe-tai-khoan-356.html,Cách hạch toán Quỹ phát triển khoa học và công nghệ Tài khoản 356 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,hach-toan-dac-thu,Nghiệp vụ đặc thù,hach-toan-dac-thu,Nghiệp vụ đặc thù,ok
thu-vien/cach-hach-toan-tai-khoan-111-tien-mat-theo-thong-tu-99.html,Cách hạch toán tài khoản 111 - Tiền mặt theo Thông tư 99,tai-khoan-hach-toan,Tài khoản - Hạch toán,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,ok
thu-vien/cach-hach-toan-tai-khoan-112-tien-gui-ngan-hang-khong-ky-han-theo-thong-tu-99.html,Cách hạch toán tài khoản 112 - Tiền gửi ngân hàng không kỳ hạn theo Thông tư 99,tai-khoan-hach-toan,Tài khoản - Hạch toán,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,tien-quy-ngan-hang,Tiền/Quỹ/Ngân hàng,ok
thu-vien/cach-hach-toan-tai-khoan-138-phai-thu-khac-theo-thong-tu-99.html,Cách hạch toán Tài khoản 138 - Phải thu khác theo Thông tư 99,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-tai-khoan-141-tam-ung-theo-thong-tu-99.html,Cách hạch toán Tài khoản 141 - Tạm ứng theo Thông tư 99,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
thu-vien/cach-hach-toan-tai-khoan-155-san-pham-theo-thong-tu-99.html,Cách hạch toán Tài khoản 155 - Sản phẩm theo Thông tư 99,tai-khoan-hach-toan,Tài khoản - Hạch toán,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,hang-ton-kho-gia-thanh,Hàng tồn kho/Giá thành,ok
thu-vien/cach-hach-toan-tai-khoan-158-theo-thong-tu-99.html,"Cách hạch toán TK 158 - Nguyên liệu, vật tư tại kho bảo thuế theo Thông tư 99",tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-tai-khoan-222-theo-thong-tu-99.html,"Cách hạch toán TK 222 - Đầu tư vào công ty liên doanh, liên kết theo Thông tư 99",tai-khoan-hach-toan,Tài khoản - Hạch toán,von-dau-tu,Vốn/Đầu tư,von-dau-tu,Vốn/Đầu tư,ok
thu-vien/cach-hach-toan-tai-san-co-dinh-huu-hinh-tk-211.html,Cách hạch toán tài sản cố định hữu hình - Tài khoản 211 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-tai-san-co-dinh-thue-tai-chinh-tk-212.html,Cách hạch toán tài sản cố định thuê tài chính - Tài khoản 212 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-tai-san-co-dinh-tk-211-theo-thong-tu-99.html,Cách hạch toán Tài Sản Cố Định - TK 211 theo Thông tư 99,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-tai-san-co-dinh-vo-hinh-tk-213.html,Cách hạch toán tài sản cố định vô hình - Tài khoản 213 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,tscd-ccdc-khau-hao,TSCĐ/CCDC/Khấu hao,ok
thu-vien/cach-hach-toan-tai-san-thue-thu-nhap-hoan-lai-tk-243.html,Cách hạch toán Tài sản thuế thu nhập hoãn lại - Tài khoản 243 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,thue-nghia-vu,Thuế/Nghĩa vụ NSNN,ok
thu-vien/cach-hach-toan-tam-ung-tk-141.html,Cách hạch toán tạm ứng - Tài khoản 141 theo TT 200,tai-khoan-hach-toan,Tài khoản - Hạch toán,cong-no-thanh-toan,Công nợ/Thanh toán,cong-no-thanh-toan,Công nợ/Thanh toán,ok
